Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,Public administration and safety,SG01RSC02B01C08,1990Q2,0.0476141,1425.403
High level industry groups,Education and training,SG01RSC02B01C09,1990Q2,0.0396665,1487.025
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1990Q2,0.0410972,1357.433
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1990Q2,0.0256358,769.608
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q2,0.0713906,1870.079
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1990Q3,0.0598848,2076.424
High level industry groups,Mining,SG01RSC02B01A02,1990Q3,0.0159853,575.184
High level industry groups,Manufacturing,SG01RSC02B01B01,1990Q3,0.1778995,4193.882
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1990Q3,0.0304128,1203.813
High level industry groups,Construction,SG01RSC02B01B03,1990Q3,0.0410605,1325.243
High level industry groups,Wholesale trade,SG01RSC02B01C01,1990Q3,0.0609452,1644.015
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1990Q3,0.0621990,1739.688
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1990Q3,0.0516453,1025.691
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1990Q3,0.0401594,482.216
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1990Q3,0.0520924,1363.098
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1990Q3,0.1267719,3770.149
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1990Q3,0.0555397,2389.408
High level industry groups,Public administration and safety,SG01RSC02B01C08,1990Q3,0.0476141,1420.527
High level industry groups,Education and training,SG01RSC02B01C09,1990Q3,0.0396665,1498.642
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1990Q3,0.0410972,1371.333
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1990Q3,0.0256358,769.915
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q3,0.0713906,1884.286
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1990Q4,0.0598848,2163.506
High level industry groups,Mining,SG01RSC02B01A02,1990Q4,0.0159853,652.973
High level industry groups,Manufacturing,SG01RSC02B01B01,1990Q4,0.1778995,4206.413
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1990Q4,0.0304128,1179.686
High level industry groups,Construction,SG01RSC02B01B03,1990Q4,0.0410605,1343.084
High level industry groups,Wholesale trade,SG01RSC02B01C01,1990Q4,0.0609452,1629.308
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1990Q4,0.0621990,1764.503
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1990Q4,0.0516453,997.870
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1990Q4,0.0401594,478.951
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1990Q4,0.0520924,1378.690
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1990Q4,0.1267719,3773.293
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1990Q4,0.0555397,2371.613
High level industry groups,Public administration and safety,SG01RSC02B01C08,1990Q4,0.0476141,1442.418
High level industry groups,Education and training,SG01RSC02B01C09,1990Q4,0.0396665,1513.115
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1990Q4,0.0410972,1395.094
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1990Q4,0.0256358,778.610
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q4,0.0713906,1879.979
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1991Q1,0.0598848,2147.375
High level industry groups,Mining,SG01RSC02B01A02,1991Q1,0.0159853,558.377
High level industry groups,Manufacturing,SG01RSC02B01B01,1991Q1,0.1778995,4031.213
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1991Q1,0.0304128,1146.573
High level industry groups,Construction,SG01RSC02B01B03,1991Q1,0.0410605,1297.090
High level industry groups,Wholesale trade,SG01RSC02B01C01,1991Q1,0.0609452,1531.503
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1991Q1,0.0621990,1712.448
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1991Q1,0.0516453,1008.791
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1991Q1,0.0401594,482.910
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1991Q1,0.0520924,1379.457
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1991Q1,0.1267719,3796.199
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1991Q1,0.0555397,2387.870
High level industry groups,Public administration and safety,SG01RSC02B01C08,1991Q1,0.0476141,1395.355
High level industry groups,Education and training,SG01RSC02B01C09,1991Q1,0.0396665,1528.997
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1991Q1,0.0410972,1417.150
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1991Q1,0.0256358,777.474
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1991Q1,0.0713906,1816.478
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1991Q2,0.0688863,2193.781
High level industry groups,Mining,SG01RSC02B01A02,1991Q2,0.0148126,596.647
High level industry groups,Manufacturing,SG01RSC02B01B01,1991Q2,0.1786457,3915.768
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1991Q2,0.0307215,1176.910
High level industry groups,Construction,SG01RSC02B01B03,1991Q2,0.0356918,1176.939
High level industry groups,Wholesale trade,SG01RSC02B01C01,1991Q2,0.0481044,1488.632
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1991Q2,0.0599576,1698.052
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1991Q2,0.0518027,1029.265
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1991Q2,0.0424866,484.307
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1991Q2,0.0497001,1386.307
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1991Q2,0.1320976,3831.720
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1991Q2,0.0574136,2378.863
High level industry groups,Public administration and safety,SG01RSC02B01C08,1991Q2,0.0469698,1373.378
High level industry groups,Education and training,SG01RSC02B01C09,1991Q2,0.0410382,1550.572
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1991Q2,0.0444184,1404.066
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1991Q2,0.0266560,774.041
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1991Q2,0.0705969,1794.937
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1991Q3,0.0688863,2167.710
High level industry groups,Mining,SG01RSC02B01A02,1991Q3,0.0148126,618.019
High level industry groups,Manufacturing,SG01RSC02B01B01,1991Q3,0.1786457,4057.648
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1991Q3,0.0307215,1147.873
High level industry groups,Construction,SG01RSC02B01B03,1991Q3,0.0356918,1117.407
High level industry groups,Wholesale trade,SG01RSC02B01C01,1991Q3,0.0481044,1493.358
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1991Q3,0.0599576,1695.327
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1991Q3,0.0518027,1018.640
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1991Q3,0.0424866,491.679
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1991Q3,0.0497001,1407.472
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1991Q3,0.1320976,3833.702
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1991Q3,0.0574136,2306.149
High level industry groups,Public administration and safety,SG01RSC02B01C08,1991Q3,0.0469698,1357.427
High level industry groups,Education and training,SG01RSC02B01C09,1991Q3,0.0410382,1568.577
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1991Q3,0.0444184,1393.247
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1991Q3,0.0266560,775.850
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1991Q3,0.0705969,1801.105
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1991Q4,0.0688863,2098.218
High level industry groups,Mining,SG01RSC02B01A02,1991Q4,0.0148126,565.163
High level industry groups,Manufacturing,SG01RSC02B01B01,1991Q4,0.1786457,4134.516
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1991Q4,0.0307215,1179.552
High level industry groups,Construction,SG01RSC02B01B03,1991Q4,0.0356918,1113.871
High level industry groups,Wholesale trade,SG01RSC02B01C01,1991Q4,0.0481044,1496.574
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1991Q4,0.0599576,1687.554
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1991Q4,0.0518027,1100.728
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1991Q4,0.0424866,501.470
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1991Q4,0.0497001,1424.997
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1991Q4,0.1320976,3828.295
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1991Q4,0.0574136,2303.188
High level industry groups,Public administration and safety,SG01RSC02B01C08,1991Q4,0.0469698,1366.040
High level industry groups,Education and training,SG01RSC02B01C09,1991Q4,0.0410382,1583.865
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1991Q4,0.0444184,1401.493
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1991Q4,0.0266560,774.138
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1991Q4,0.0705969,1825.152
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1992Q1,0.0688863,2061.441
High level industry groups,Mining,SG01RSC02B01A02,1992Q1,0.0148126,600.489
High level industry groups,Manufacturing,SG01RSC02B01B01,1992Q1,0.1786457,4157.728
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1992Q1,0.0307215,1169.003
High level industry groups,Construction,SG01RSC02B01B03,1992Q1,0.0356918,1205.016
High level industry groups,Wholesale trade,SG01RSC02B01C01,1992Q1,0.0481044,1474.254
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1992Q1,0.0599576,1727.215
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1992Q1,0.0518027,1043.374
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1992Q1,0.0424866,511.133
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1992Q1,0.0497001,1428.894
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1992Q1,0.1320976,3823.784
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1992Q1,0.0574136,2356.823
High level industry groups,Public administration and safety,SG01RSC02B01C08,1992Q1,0.0469698,1348.690
High level industry groups,Education and training,SG01RSC02B01C09,1992Q1,0.0410382,1594.250
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1992Q1,0.0444184,1410.229
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1992Q1,0.0266560,767.992
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1992Q1,0.0705969,1870.276
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1992Q2,0.0671670,1903.632
High level industry groups,Mining,SG01RSC02B01A02,1992Q2,0.0152170,680.636
High level industry groups,Manufacturing,SG01RSC02B01B01,1992Q2,0.1791257,4217.713
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1992Q2,0.0304391,1140.709
High level industry groups,Construction,SG01RSC02B01B03,1992Q2,0.0348169,1128.077
High level industry groups,Wholesale trade,SG01RSC02B01C01,1992Q2,0.0498079,1559.451
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1992Q2,0.0627694,1714.838
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1992Q2,0.0521696,1039.586
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1992Q2,0.0417875,513.145
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1992Q2,0.0489984,1438.233
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1992Q2,0.1287353,3807.380
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1992Q2,0.0589389,2351.906
High level industry groups,Public administration and safety,SG01RSC02B01C08,1992Q2,0.0454693,1352.825
High level industry groups,Education and training,SG01RSC02B01C09,1992Q2,0.0412847,1603.255
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1992Q2,0.0444452,1418.698
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1992Q2,0.0281076,772.675
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1992Q2,0.0707207,1823.959
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1992Q3,0.0671670,1811.845
High level industry groups,Mining,SG01RSC02B01A02,1992Q3,0.0152170,608.261
High level industry groups,Manufacturing,SG01RSC02B01B01,1992Q3,0.1791257,4156.358
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1992Q3,0.0304391,1035.724
High level industry groups,Construction,SG01RSC02B01B03,1992Q3,0.0348169,1108.418
High level industry groups,Wholesale trade,SG01RSC02B01C01,1992Q3,0.0498079,1529.017
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1992Q3,0.0627694,1735.287
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1992Q3,0.0521696,1076.227
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1992Q3,0.0417875,507.909
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1992Q3,0.0489984,1446.626
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1992Q3,0.1287353,3775.041
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1992Q3,0.0589389,2338.262
High level industry groups,Public administration and safety,SG01RSC02B01C08,1992Q3,0.0454693,1361.777
High level industry groups,Education and training,SG01RSC02B01C09,1992Q3,0.0412847,1613.883
